"outer_fold","class","params","mean_kappa","sd_kappa","mean_mcc","sd_mcc","mean_accuracy","sd_accuracy"
0,0,"{'C': 100, 'class_weight': 'balanced', 'gamma': 'scale', 'probability': True, 'n_genes': 5000}",0.601468649832861,0.0856136778682095,0.614110974050227,0.082566902767792,0.929900559241877,0.0127920459654915
0,1,"{'C': 10, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 3000}",0.71876215056746,0.0558983295363854,0.729578108337444,0.0509483278768435,0.963447879016741,0.00538771714239611
0,2,"{'C': 0.1, 'class_weight': None, 'gamma': 1e-05, 'probability': True, 'n_genes': 1000}",0.946368535990978,0.044366402352876,0.948398198088566,0.0420719081477464,0.993409577241913,0.00575863519937095
0,3,"{'C': 1, 'class_weight': 'balanced', 'gamma': 0.0001, 'probability': True, 'n_genes': 5000}",0.991844984607462,0.00745495528768851,0.991899719127326,0.00740478376970644,0.99820179460898,0.00164153352996667
0,4,"{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.796243939370753,0.162970289439449,0.818933550988409,0.142140711433657,0.997005988023952,0.00244460054169984
0,5,"{'C': 100, 'class_weight': None, 'gamma': 1e-05, 'probability': True, 'n_genes': 2000}",0.988666317740862,0.0103473815632188,0.988702166942738,0.0103139400031655,0.99640358921796,0.00328306705993333
0,6,"{'C': 0.1, 'class_weight': None, 'gamma': 1e-05, 'probability': True, 'n_genes': 5000}",0.769230205695135,0.051232560070612,0.772465363638913,0.0539622620760379,0.984422146697596,0.00390204147636339
0,7,"{'C': 0.1, 'class_weight': None, 'gamma': 0.0001, 'probability': True, 'n_genes': 3000}",0.977478084962913,0.0503605330064012,0.978614194013327,0.0478201159398235,0.99940119760479,0.00133896286077835
0,8,"{'C': 1, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.983977662525699,0.0146312417577022,0.984044408997162,0.0145740051313313,0.99640358921796,0.00328306705993333
0,9,"{'C': 100, 'class_weight': 'balanced', 'gamma': 1e-05, 'probability': True, 'n_genes': 5000}",0.864453196091318,0.0470230794796033,0.864956749570562,0.0469842921021559,0.982627537717358,0.00714134184683349
0,10,"{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",1,0,1,0,1,0
0,11,"{'C': 1, 'class_weight': 'balanced', 'gamma': 1e-05, 'probability': True, 'n_genes': 1000}",0.63803949938368,0.35891547231862,0.651361392184451,0.366499742778729,0.995806585028142,0.00267692332527685
0,12,"{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.799198396793587,0.183305946098923,0.823626556603171,0.161006189155507,0.998203592814371,0.0016398878967221
0,13,"{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 1000}",0.959710494571773,0.0900900729173618,0.963053198010729,0.0826155607992337,0.99940119760479,0.00133896286077835
0,14,"{'C': 0.1, 'class_weight': None, 'gamma': 'scale', 'probability': True, 'n_genes': 2000}",0.892775821204939,0.154193260283987,0.904261409656315,0.136664850522762,0.99880059700419,0.00164235326718794
0,15,"{'C': 100, 'class_weight': 'balanced', 'gamma': 1e-05, 'probability': True, 'n_genes': 5000}",0.862287494605231,0.155444903615621,0.875929449810858,0.132321664884632,0.995808383233533,0.00454064397847396
0,16,"{'C': 10, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 3000}",0.651610841324148,0.119553550439815,0.659124846546275,0.119386625637837,0.983220945496395,0.00584776075211171
0,17,"{'C': 1, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 2000}",0.865048885157206,0.0487778389843541,0.867701438622838,0.0484921270752189,0.994010177842513,0.00211390879720053
0,18,"{'C': 1000, 'class_weight': 'balanced', 'gamma': 1e-05, 'probability': True, 'n_genes': 2000}",0.511595206341295,0.36659188147561,0.521394129794405,0.37060848277755,0.995205984427541,0.0034152851117203
0,19,"{'C': 100, 'class_weight': 'balanced', 'gamma': 1e-05, 'probability': True, 'n_genes': 5000}",0.879644197016633,0.12950177873909,0.890214512697823,0.112605197423701,0.995806585028142,0.00341291258982275
0,20,"{'C': 0.1, 'class_weight': None, 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",1,0,1,0,1,0
1,0,"{'C': 1000, 'class_weight': None, 'gamma': 0.001, 'probability': True, 'n_genes': 3000}",0.598086507183436,0.0827528160990947,0.610591881980645,0.0842260939790785,0.928693963424502,0.0152168415169042
1,1,"{'C': 100, 'class_weight': 'balanced', 'gamma': 1e-05, 'probability': True, 'n_genes': 5000}",0.762133519424306,0.0550247936781844,0.767457890100749,0.0553421397599497,0.967051482620345,0.00817978066151291
1,2,"{'C': 10, 'class_weight': 'balanced', 'gamma': 0.001, 'probability': True, 'n_genes': 1000}",0.969224234458518,0.0285926066914217,0.969474421069454,0.0285079194226624,0.996401791012569,0.00329085957146573
1,3,"{'C': 100, 'class_weight': None, 'gamma': 1e-05, 'probability': True, 'n_genes': 2000}",0.98915953723589,0.00606117870033626,0.989232004705516,0.00602064468574505,0.997602992213771,0.0013399737439573
1,4,"{'C': 0.1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.758638664087936,0.146816507566506,0.786464903129791,0.128454561524003,0.997004189818561,0.00211708998960189
1,5,"{'C': 1, 'class_weight': 'balanced', 'gamma': 'auto', 'probability': True, 'n_genes': 2000}",0.988690537922744,0.00790504445570608,0.988743001222551,0.00786869314755821,0.996405387423351,0.0025044359928691
